idx,type,type_name,name,formula,pa,ra,pb,rb,coefs,srcs,saved,editable
12065,2,уставка·Σ,всего инвестиций,1.192·(1·[12056] + 1·[12086] + 1·[12073]),1.192,0,,,1;1;1,12056;12086;12073,0,0
12066,2,уставка·Σ,доля строит в инвестициях,1·(1·1),1,12066,,,1,const,0,1
12067,11,Π/Π,расходы прибыли в строит,[12365]·[12066] / [12072]·[3039],0;0,12365;12066,0;0,12072;3039,,,0,0
12068,2,уставка·Σ,доля машиностроен в инвестиц,2.5·(1·1),2.5,12068,,,1,const,0,1
12069,11,Π/Π,расходы прибыли в машин,[12068]·[12365] / [2039]·[12072],0;0,12068;12365,0;0,2039;12072,,,0,0
12070,2,уставка·Σ,доля НИОКР в инвестиц,0.5·(1·1),0.5,12070,,,1,const,0,1
12071,2,уставка·Σ,доля депозита в инвестиц,0.5·(1·1),0.5,12071,,,1,const,0,1
12072,1,Σ,сумма долей распределения прибыли,1·[12066] + 1·[12068] + 1·[12070] + 1·[12071] + 1·[12075],,,,,1;1;1;1;1,12066;12068;12070;12071;12075,0,0
12073,7,min,реальные амортизационные выплаты,"min([12062], [12056])",0;0,12062;12056,,,,,0,0
12074,14,clip Σ,формирование доли прибыли в потребление,"clip(-5·1 + 100·[12058], 0.2, 100)",0.2,0,100,0,-5;100,const;12058,0,0
12075,2,уставка·Σ,доля прибыли для импорта Фа,0.5·(1·1),0.5,12075,,,1,const,0,1
12076,9,Π,,[12003]·[12116],0;0,12003;12116,,,,,0,0
12077,12,Π/Σ,отношение суммы налогов к добавленной стоимости,[12055] / (0.001·1 + 1·[12043]),0,12055,,,0.001;1,const;12043,0,0
12078,9,Π,стоимость вводимых  Фа,[2039]·[2132],0;0,2039;2132,,,,,0,0
12079,9,Π,стоимость вводимых  Фп,[3039]·[3132],0;0,3039;3132,,,,,0,0
12080,5,∫ с пределами,производительность труда,"∫(1·[12108] + 0·[12080]) dt, x0=1, pa1=0.2, hi=1e+06",1;0.2,0;0,1e+06,0,1;0,12108;12080,1.0001,0
12081,11,Π/Π,расходы прибыли в НИОКР,[12365]·[12070] / [12072],0;0,12365;12070,0,12072,,,0,0
12082,11,Π/Π,расходы прибыли в депозиты,[12365]·[12071] / [12072],0;0,12365;12071,0,12072,,,0,0
12083,3,∫,накопленный депозит,"∫(1·[12082] + 1·[12085] + -1·[12086]) dt, x0=0.001",0.001,0,,,1;1;-1,12082;12085;12086,8.54417,0
12084,14,clip Σ,степень возможностей депозита,"clip(100·[12083], 0, 1)",0,0,1,0,100,12083,0,0
12085,9,Π,самовозрастание депозита,[12083]·[230],0;0,12083;230,,,,,0,0
12086,9,Π,поток инвестиций из депозита,[12362]·[12084],0;0,12362;12084,,,,,0,0
12088,2,уставка·Σ,формир потока амортизац Фа,0.562·(100·[2132] + 1·[842]),0.562,0,,,100;1,2132;842,0,0
12089,5,∫ с пределами,количество Фа,"∫(1·[12088] + -1·[12090]) dt, x0=0.01, pa1=0.01, hi=10000",0.01;0.01,0;0,10000,0,1;-1,12088;12090,50,0
12090,9,Π,реальная амортизация Фа,[12064]·[12004]·[12089],0;0;0,12064;12004;12089,,,,,0,0
12091,9,Π,поток амортизации Фп,[12064]·[12092],0;0,12064;12092,,,,,0,0
12092,5,∫ с пределами,количество Фп,"∫(128.2·[3132] + -1·[12091]) dt, x0=0.01, pa1=0.01, hi=10000",0.01;0.01,0;0,10000,0,128.2;-1,3132;12091,49.998,0
12093,12,Π/Σ,количество рабочих мест,[12092]·[12089] / (0.5·[12092] + 0.5·[12089]),0;0,12092;12089,,,0.5;0.5,12092;12089,0,0
12094,4,1/(Tp+1)·g,продукция для реализации,"clip(1·(1·[12007]), 0.1, 1)",1,0,1;0.1,0;0,1,12007,0.997701,0
12095,4,1/(Tp+1)·g,формиров возврата кредитов,"clip(1·(1·[12044]), 0.1, 1)",1,0,1;0.1,0;0,1,12044,195.527,0
12096,7,min,формиров возврата кредитов,"min([12095], [12442])",0;0,12095;12442,,,,,0,0
12097,2,уставка·Σ,темп возврата кредитов,0·(1·[12096]),0,12097,,,1,12096,0,1
12099,2,уставка·Σ,доли,1·(1·1),1,12099,,,1,const,0,1
12100,10,Σ·[ref],сумма инвестиционных средств для изменения производительности фондов,(0.05903·[12081] + 0.05903·[842])·[880],0,880,,,0.05903;0.05903,12081;842,0,0
12101,1,Σ,алгоритм НДС,1·1 + -1·[24],,,,,1;-1,const;24,0,0
12102,11,Π/Π,алгоритм НДС,[12104]·[24] / [12101]·[12103],0;0,12104;24,0;0,12101;12103,,,0,0
12103,14,clip Σ,формирование НДС,"clip(1·[12040], 0.01, 10000)",0.01,0,10000,0,1,12040,0,0
12104,14,clip Σ,алгоритм НДС,"clip(1·[12040] + -1·[12008], 0, 10000)",0,0,10000,0,1;-1,12040;12008,0,0
12105,1,Σ,алгоритм НДС,1·1 + 1·[12102],,,,,1;1,const;12102,0,0
12106,1,Σ,+/- потока основных активных фондов,1·[3132] + -0.0082·[12090],,,,,1;-0.0082,3132;12090,0,0
12107,1,Σ,+/- потока основных пассивных фондов,1·[3132] + -0.0078·[12091],,,,,1;-0.0078,3132;12091,0,0
12108,14,clip Σ,,"clip(1·[12100] + -1·[12080], 0, 1e+06)",0,0,1e+06,0,1;-1,12100;12080,0,0
12109,11,Π/Π,,[12004] / [12116],0,12004,0,12116,,,0,0
12110,14,clip Σ,,"clip(1·[12109], 0, 1)",0,0,1,0,1,12109,0,0
12112,2,уставка·Σ,норматив прибыли монополиста,1.2·(1·1),1.2,12112,,,1,const,0,1
12113,2,уставка·Σ,степень монополизма,0.5·(1·1),0.5,12113,,,1,const,0,1
12114,10,Σ·[ref],монопольная цена с ее долей,(1·1 + -1·[12113])·[12010],0,12010,,,1;-1,const;12113,0,0
12116,4,1/(Tp+1)·g,сумма спросов,"clip(1·(0.7893·[12119]), 0.02, 1)",1,0,1;0.02,0;0,0.7893,12119,0.997703,0
12117,1,Σ,суммарный поток денег возврата долгов поставщикам сырья,1·[12137] + 1·[12367],,,,,1;1,12137;12367,0,0
12119,4,1/(Tp+1)·g,сумма спросов,"clip(1·(1·[12141] + 1·[12142] + 1·[12143] + 1·[12144] + 1·[12145] + 1·[12146] + 1·[12147] + 1·[12148] + 1·[12149] + 1·[12150] + 1·[12151] + 1·[12152] + 1·[12153] + 1·[12154] + 1·[12155] + 1·[12156]), 0.02, 1)",1,0,1;0.02,0;0,1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1,12141;12142;12143;12144;12145;12146;12147;12148;12149;12150;12151;12152;12153;12154;12155;12156,1.26404,0
12121,11,Π/Π,доля транс в сырье,[12094]·[12141] / [12001],0;0,12094;12141,0,12001,,,0,0
12122,11,Π/Π,доля транс в машин,[12094]·[12142] / [12001],0;0,12094;12142,0,12001,,,0,0
12123,11,Π/Π,доля транс в бюджет,[12094]·[12143] / [12001],0;0,12094;12143,0,12001,,,0,0
12124,11,Π/Π,доля транс в с-х,[12094]·[12144] / [12001],0;0,12094;12144,0,12001,,,0,0
12125,11,Π/Π,доля транс в ТНП,[12094]·[12145] / [12001],0;0,12094;12145,0,12001,,,0,0
12126,11,Π/Π,доля транс в ВПК,[12094]·[12146] / [12001],0;0,12094;12146,0,12001,,,0,0
12127,11,Π/Π,доля транс в уголь,[12094]·[12147] / [12001],0;0,12094;12147,0,12001,,,0,0
12128,11,Π/Π,доля транс в нефть,[12094]·[12148] / [12001],0;0,12094;12148,0,12001,,,0,0
12129,11,Π/Π,доля транс в газпром,[12094]·[12149] / [12001],0;0,12094;12149,0,12001,,,0,0
12130,11,Π/Π,доля транс в эл-энерг,[12094]·[12150] / [12001],0;0,12094;12150,0,12001,,,0,0
12131,11,Π/Π,доля транс в пищев пром,[12094]·[12151] / [12001],0;0,12094;12151,0,12001,,,0,0
12132,11,Π/Π,доля транс в транспорт,[12094]·[12152] / [12001],0;0,12094;12152,0,12001,,,0,0
12133,11,Π/Π,доля транс проч пром,[12094]·[12153] / [12001],0;0,12094;12153,0,12001,,,0,0
12134,11,Π/Π,доля транс на экспорт,[12094]·[12154] / [12001],0;0,12094;12154,0,12001,,,0,0
12135,11,Π/Π,доля транс в бюджет,[12094]·[12155] / [12001],0;0,12094;12155,0,12001,,,0,0
12136,11,Π/Π,доля транс в торг,[12094]·[12156] / [12001],0;0,12094;12156,0,12001,,,0,0
12137,9,Π,поток возврата долгов проставщикам,[12138]·[99],0;0,12138;99,,,,,0,0
12138,2,уставка·Σ,коэф уменьшения возврата долгов поставщикам сырья,0·(1·[12139]),0,12138,,,1,12139,0,1
12139,7,min,требуемый поток возврата долгов поставщикам сырья,"min([12095], [12410])",0;0,12095;12410,,,,,0,0
12141,4,1/(Tp+1)·g,спрос на транс в сырье,"clip(1·(1·[1272]), 0.5, 1)",1,0,1;0.5,0;0,1,1272,0.0998,0
12142,4,1/(Tp+1)·g,спрос на транс из маш,"clip(1·(1·[2272]), 0.1, 1)",1,0,1;0.1,0;0,1,2272,0.0997448,0
12143,4,1/(Tp+1)·g,спрос на транс из строит,"clip(1·(1·[3272]), 0.1, 1)",1,0,1;0.1,0;0,1,3272,0.0300132,0
12144,4,1/(Tp+1)·g,спрос на транс   из с-х,"clip(1·(1·[4272]), 0.1, 1)",1,0,1;0.1,0;0,1,4272,0.0999355,0
12145,4,1/(Tp+1)·g,спрос на транс   из ТНП,"clip(1·(1·[5272]), 0.1, 1)",1,0,1;0.1,0;0,1,5272,0.0199812,0
12146,4,1/(Tp+1)·g,спрос на транс   из ВПК,"clip(1·(1·[6272]), 0.1, 1)",1,0,1;0.1,0;0,1,6272,0.0198312,0
12147,4,1/(Tp+1)·g,спрос на транс  в угле,"clip(1·(1·[7272]), 0.5, 1)",1,0,1;0.5,0;0,1,7272,0.149667,0
12148,4,1/(Tp+1)·g,спрос на транс из нефти,"clip(1·(1·[8272]), 0.1, 1)",1,0,1;0.1,0;0,1,8272,0.0599446,0
12149,4,1/(Tp+1)·g,спрос на транс   из газа,"clip(1·(1·[9272]), 0.1, 1)",1,0,1;0.1,0;0,1,9272,0.0599992,0
12150,4,1/(Tp+1)·g,спрос на транс из эл-энер,"clip(1·(0), 0.1, 1)",1,0,1;0.1,0;0,,,0,0
12151,4,1/(Tp+1)·g,спрос на транс   из пищев пром,"clip(1·(1·[11272]), 0.1, 1)",1,0,1;0.1,0;0,1,11272,0.0199853,0
12152,4,1/(Tp+1)·g,спрос на трансп  из транспорта,"clip(1·(0), 0.1, 1)",1,0,1;0.1,0;0,,,0,0
12153,4,1/(Tp+1)·g,спрос на трансп  из проч пром,"clip(1·(1·[13272]), 0.5, 1)",1,0,1;0.5,0;0,1,13272,0.0498769,0
12154,4,1/(Tp+1)·g,поставка трансп на  экспорт,"clip(1·(1·[12161]), 0.1, 1)",1,0,1;0.1,0;0,1,12161,0.1,0
12155,4,1/(Tp+1)·g,спрос на трансп в бюджет,"clip(1·(1·[272]), 0.1, 1)",1,0,1;0.1,0;0,1,272,0.394294,0
12156,4,1/(Tp+1)·g,спрос на трансп в торговлю,"clip(1·(1·[989]), 0.1, 1)",1,0,1;0.1,0;0,1,989,0.0609632,0
12157,1,Σ,возврат долгов от потребителей исходн сырья,1·[1407] + 1·[2407] + 1·[3407] + 1·[4407] + 1·[5407] + 1·[6407] + 1·[7407] + 1·[8407] + 1·[9407] + 1·[10407] + 1·[11407] + 1·[12407] + 1·[13407],,,,,1;1;1;1;1;1;1;1;1;1;1;1;1,1407;2407;3407;4407;5407;6407;7407;8407;9407;10407;11407;12407;13407,0,0
12158,1,Σ,возврат долгов через заем в банке оборотнго кредита потребителями исходн сырья,1·[1417] + 1·[2417] + 1·[3417] + 1·[4417] + 1·[5417] + 1·[6417] + 1·[7417] + 1·[8417] + 1·[9417] + 1·[10417] + 1·[11417] + 1·[12417] + 1·[13417],,,,,1;1;1;1;1;1;1;1;1;1;1;1;1,1417;2417;3417;4417;5417;6417;7417;8417;9417;10417;11417;12417;13417,0,0
12160,2,уставка·Σ,экспортная цена в дол,1·(65·1),1,12160,,,65,const,0,1
12161,7,min,заявка на экспорт в секторе сырья,"min([12171], [12163], [12162])",0;0;0,12171;12163;12162,,,,,0,0
12162,15,ключ,ограничение экспортаот низкой цены экспорта,(-1·1 + 1·[12164]) > 0 ? [1] : 0,,,0,1,-1;1,const;12164,0,0
12163,2,уставка·Σ,квота экспорта на сырье,50·(0.01·1),50,12163,,,0.01,const,0,1
12164,13,Σ/Π,доля экспорта сырья,(0.9·[12165]) / [12039]·[12166],,,0;0,12039;12166,0.9,12165,0,0
12165,9,Π,цена экспорта сырья в рубл,[12160]·[501],0;0,12160;501,,,,,0,0
12166,1,Σ,таможенный тариф на транспорт,1·1 + 1·[336],,,,,1;1,const;336,0,0
12167,10,Σ·[ref],экспортная выручка в рублевом выражении,(1.333·[12170])·[501],0,501,,,1.333,12170,0,0
12168,9,Π,объем уплаты тарифа,[12169]·[336],0;0,12169;336,,,,,0,0
12169,9,Π,экспортная выручка в долл,[12160]·[12134],0;0,12160;12134,,,,,0,0
12170,10,Σ·[ref],предлож долл от экспортной выручки на бирже,(1.25·[12176])·[530],0,530,,,1.25,12176,0,0
12171,2,уставка·Σ,,10·(0.01·1),10,12171,,,0.01,const,0,1
12173,1,Σ,остаток экспортн выр в дол после продажи необх доли выручки на бирже,1.25·[12176] + -1·[12170],,,,,1.25;-1,12176;12170,0,0
12174,5,∫ с пределами,дол накопления в секторе,"∫(1·[12173] + -1·[12199]) dt, x0=1, pa1=0, hi=1e+06",1;0,0;0,1e+06,0,1;-1,12173;12199,357.875,0
12175,9,Π,дол из чистой прибыли на закупку Фа,[12015]·[527],0;0,12015;527,,,,,0,0
12176,1,Σ,экспортн выр после уплаты таможенных сборов,1·[12169] + -1·[12168],,,,,1;-1,12169;12168,0,0
12197,9,Π,расх на импортн Фа  в рублевом выражении,[12199]·[501],0;0,12199;501,,,,,0,0
12198,2,уставка·Σ,степень интенс расхода накопления инвалюты для импорта Фа,0.4·(1·[12174]),0.4,12198,,,1,12174,0,1
12199,15,ключ,вкл инвал накоплений для импорта Фа,(1·[12075] + -10·[12015]) > 0 ? [12198] : 0,,,0,12198,1;-10,12075;12015,0,0
12200,1,Σ,суммарные рубли за куплен импортн Фа,1·[12175] + 1·[12197],,,,,1;1,12175;12197,0,0
12201,2,уставка·Σ,К импорта в сектор,10·(0.01·1),10,12201,,,0.01,const,0,1
12202,9,Π,спрос сектора на валюту для импорта сырья,[12007]·[12201]·[412]·[472],0;0;0;0,12007;12201;412;472,,,,,0,0
12203,14,clip Σ,степень наличия исходн импортного сырья для производства,"clip(10·[12204], 0, 1)",0,0,1,0,10,12204,0,0
12204,5,∫ с пределами,накоплено импортного сырья в секторе,"∫(1·[12209] + -1·[12210]) dt, x0=1, pa1=0.01, hi=1e+07",1;0.01,0;0,1e+07,0,1;-1,12209;12210,2.65506,0
12205,9,Π,заявка на дол для сырья с учетом фин возможностей,[12202]·[12059],0;0,12202;12059,,,,,0,0
12206,7,min,реадьно полученные дол для импорта сырья,"min([12207], [12202])",0;0,12207;12202,,,,,0,0
12207,9,Π,степень удовлетворения в дол для закупки сырья,[527]·[12205],0;0,527;12205,,,,,0,0
12208,9,Π,поток тарифа в бюджет за импорт сырья,[12206]·[452],0;0,12206;452,,,,,0,0
12209,13,Σ/Π,поток закупленного импортного сырья,(1·[12206] + -1·[12208]) / [412],,,0,412,1;-1,12206;12208,0,0
12210,9,Π,поток расхода импортного сырья,[12201]·[12007],0;0,12201;12007,,,,,0,0
12211,2,уставка·Σ,К сырья в сектор,0.01·(1·1),0.01,12211,,,1,const,0,1
12212,11,Π/Π,спрос сектора на исходный продукт,[12011]·[12211]·[12471] / [12219]·[12219]·[12219],0;0;0,12011;12211;12471,0;0;0,12219;12219;12219,,,0,0
